"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Value","Flag Codes","Flags"
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",26,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",26,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",26,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",24,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",23,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",22,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",21,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",21,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",21,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",21,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",21,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",21,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",21,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",20,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",20,,
"EST","Estonia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",20,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",26,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",26,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",26,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",26,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",26,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",24,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",23,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",22,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",21,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",21,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",21,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",21,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",21,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",21,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",21,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",20,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",20,,
"EST","Estonia","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",20,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2000","2000",36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2001","2001",36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2002","2002",36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2003","2003",36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2004","2004",35,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2005","2005",34,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2006","2006",31,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2007","2007",29,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2008","2008",27,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2009","2009",26,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2010","2010",25,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2011","2011",24,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2012","2012",25,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2013","2013",25,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2014","2014",26.5,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2015","2015",26.5,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2016","2016",25,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","2017","2017",24,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",36,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",36,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",36,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",36,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",35,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",34,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",31,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",29,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",27,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",26,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",25,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",24,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",25,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",25,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",26.5,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",26.5,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",25,,
"ISR","Israel","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",24,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2000","2000",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2001","2001",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2002","2002",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2003","2003",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2004","2004",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2005","2005",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2006","2006",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2007","2007",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2008","2008",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2009","2009",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2010","2010",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2011","2011",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2012","2012",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2013","2013",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2014","2014",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2015","2015",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2016","2016",0,,
"ISR","Israel","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2017","2017",0,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",36,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",36,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",36,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",36,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",35,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",34,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",31,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",29,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",27,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",26,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",25,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",24,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",25,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",25,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",26.5,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",26.5,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",25,,
"ISR","Israel","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",24,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2000","2000",25,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2001","2001",25,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2002","2002",22,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2003","2003",19,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2004","2004",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2005","2005",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2006","2006",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2007","2007",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2008","2008",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2009","2009",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2010","2010",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2011","2011",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2012","2012",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2013","2013",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2014","2014",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2015","2015",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2016","2016",15,,
"LVA","Latvia","CIT_RATE","Corporate income tax rate","2017","2017",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",25,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",25,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",22,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",19,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",15,,
"LVA","Latvia","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",25,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",25,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",22,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",19,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",15,,
"LVA","Latvia","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",15,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","2000","2000",25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","2001","2001",25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","2002","2002",25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","2003","2003",25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","2004","2004",25,,
